Country,1990,1990_lower, 1990_upper, 1991,1991_lower, 1991_upper, 1992,1992_lower, 1992_upper, 1993,1993_lower, 1993_upper, 1994,1994_lower, 1994_upper, 1995,1995_lower, 1995_upper, 1996,1996_lower, 1996_upper, 1997,1997_lower, 1997_upper, 1998,1998_lower, 1998_upper, 1999,1999_lower, 1999_upper, 2000,2000_lower, 2000_upper, 2001,2001_lower, 2001_upper, 2002,2002_lower, 2002_upper, 2003,2003_lower, 2003_upper, 2004,2004_lower, 2004_upper, 2005,2005_lower, 2005_upper, 2006,2006_lower, 2006_upper, 2007,2007_lower, 2007_upper, 2008,2008_lower, 2008_upper, 2009,2009_lower, 2009_upper, 2010,2010_lower, 2010_upper, 2011,2011_lower, 2011_upper, 2012,2012_lower, 2012_upper, 2013,2013_lower, 2013_upper, 2014,2014_lower, 2014_upper, 2015,2015_lower, 2015_upper, 2016,2016_lower, 2016_upper, 2017,2017_lower, 2017_upper, 2018,2018_lower, 2018_upper
Ghana,22 000 ,9300 , 33 000,26 000 ,11 000 , 39 000,30 000 ,13 000 , 45 000,34 000 ,16 000 , 50 000,37 000 ,17 000 , 54 000,39 000 ,18 000 , 58 000,41 000 ,19 000 , 61 000,41 000 ,19 000 , 62 000,40 000 ,18 000 , 63 000,39 000 ,17 000 , 61 000,37 000 ,16 000 , 60 000,36 000 ,15 000 , 57 000,35 000 ,15 000 , 55 000,34 000 ,15 000 , 53 000,33 000 ,15 000 , 51 000,33 000 ,15 000 , 51 000,33 000 ,16 000 , 50 000,33 000 ,16 000 , 50 000,33 000 ,16 000 , 50 000,33 000 ,17 000 , 51 000,34 000 ,17 000 , 51 000,34 000 ,18 000 , 52 000,35 000 ,19 000 , 53 000,36 000 ,19 000 , 54 000,36 000 ,20 000 , 54 000,37 000 ,20 000 , 55 000,37 000 ,21 000 , 56 000,37 000 ,21 000 , 57 000,37 000 ,21 000 , 57 000
Greece,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Grenada,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Guatemala,2300 ,2000 , 2600,2800 ,2300 , 3100,3300 ,2700 , 3700,3700 ,3000 , 4200,4100 ,3300 , 4700,4600 ,3700 , 5300,5000 ,3900 , 5800,5200 ,4100 , 6100,5400 ,4200 , 6400,5600 ,4300 , 6600,5600 ,4200 , 6800,5500 ,4100 , 6700,5200 ,3900 , 6500,4900 ,3600 , 6200,4600 ,3400 , 5800,4300 ,3100 , 5400,4000 ,2900 , 5000,3800 ,2800 , 4600,3600 ,2700 , 4400,3500 ,2700 , 4200,3400 ,2600 , 4000,3400 ,2700 , 3900,3400 ,2700 , 3900,3400 ,2800 , 3900,3500 ,2800 , 3900,3500 ,2900 , 4000,3600 ,3000 , 4000,3600 ,3000 , 4100,3700 ,3100 , 4100
Guinea,4900 ,2000 , 9800,6000 ,2400 , 11 000,7300 ,2900 , 13 000,8700 ,3600 , 14 000,10 000 ,4300 , 17 000,12 000 ,4900 , 19 000,13 000 ,5400 , 21 000,14 000 ,6000 , 22 000,14 000 ,6100 , 23 000,15 000 ,6400 , 24 000,15 000 ,6500 , 24 000,15 000 ,6700 , 24 000,15 000 ,6700 , 24 000,15 000 ,6300 , 23 000,14 000 ,6000 , 23 000,14 000 ,6000 , 22 000,14 000 ,6200 , 22 000,14 000 ,6300 , 22 000,14 000 ,6500 , 22 000,14 000 ,6700 , 22 000,14 000 ,7000 , 22 000,14 000 ,7200 , 22 000,14 000 ,7300 , 22 000,14 000 ,7500 , 22 000,14 000 ,7700 , 22 000,14 000 ,7800 , 22 000,14 000 ,7900 , 22 000,14 000 ,7900 , 21 000,14 000 ,7900 , 21 000
Guinea-Bissau,<500 ,<200 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , 1200,1200 ,<1000 , 1700,1600 ,<1000 , 2200,2100 ,<1000 , 2900,2600 ,1200 , 3600,3000 ,1400 , 4200,3400 ,1600 , 4800,3700 ,1700 , 5300,3900 ,1900 , 5700,4100 ,1900 , 6000,4200 ,1900 , 6200,4300 ,1900 , 6300,4300 ,1900 , 6400,4300 ,1900 , 6400,4300 ,1900 , 6400,4300 ,1900 , 6400,4300 ,1900 , 6500,4200 ,2000 , 6500,4200 ,2000 , 6500,4200 ,2000 , 6500,4200 ,2000 , 6400,4200 ,2100 , 6400,4200 ,2200 , 6400,4300 ,2300 , 6500,4300 ,2400 , 6400,4300 ,2400 , 6400,4300 ,2500 , 6300
Guyana,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <500,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000
Haiti,25 000 ,11 000 , 38 000,26 000 ,11 000 , 41 000,27 000 ,12 000 , 42 000,27 000 ,11 000 , 44 000,26 000 ,11 000 , 43 000,25 000 ,10 000 , 41 000,24 000 ,9800 , 39 000,23 000 ,9400 , 36 000,22 000 ,9000 , 34 000,21 000 ,8800 , 33 000,20 000 ,8600 , 31 000,19 000 ,8500 , 30 000,19 000 ,8500 , 28 000,18 000 ,8500 , 28 000,18 000 ,8600 , 27 000,18 000 ,8700 , 27 000,18 000 ,8800 , 26 000,18 000 ,8900 , 26 000,18 000 ,9100 , 25 000,18 000 ,9400 , 25 000,18 000 ,9700 , 25 000,18 000 ,10 000 , 25 000,18 000 ,10 000 , 25 000,18 000 ,11 000 , 25 000,18 000 ,11 000 , 25 000,18 000 ,11 000 , 25 000,18 000 ,11 000 , 25 000,18 000 ,11 000 , 25 000,17 000 ,11 000 , 24 000
Honduras,11 000 ,6900 , 16 000,11 000 ,7600 , 17 000,12 000 ,8100 , 18 000,12 000 ,8300 , 18 000,12 000 ,7900 , 17 000,11 000 ,7500 , 16 000,10 000 ,6900 , 15 000,9600 ,6300 , 14 000,8500 ,5400 , 13 000,7300 ,4600 , 11 000,6200 ,3800 , 9300,5300 ,3200 , 8000,4500 ,2700 , 7000,3800 ,2500 , 6000,3300 ,2300 , 5200,3000 ,2100 , 4600,2700 ,2000 , 4100,2600 ,1900 , 3700,2600 ,1900 , 3600,2600 ,1900 , 3600,2600 ,1900 , 3500,2600 ,1900 , 3500,2600 ,2000 , 3500,2700 ,2000 , 3500,2700 ,2000 , 3500,2700 ,2000 , 3600,2700 ,2000 , 3600,2600 ,1900 , 3600,2600 ,1900 , 3600
Hungary,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200
Iceland,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
India,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Indonesia,<200 ,<200 , <500,<500 ,<500 , <500,<1000 ,<500 , <1000,1400 ,<1000 , 1700,2600 ,1800 , 3300,4900 ,3300 , 6100,8500 ,5700 , 11 000,13 000 ,9000 , 17 000,19 000 ,13 000 , 24 000,25 000 ,17 000 , 31 000,33 000 ,22 000 , 41 000,43 000 ,29 000 , 55 000,58 000 ,40 000 , 73 000,74 000 ,51 000 , 93 000,89 000 ,61 000 , 110 000,100 000 ,71 000 , 130 000,110 000 ,79 000 , 150 000,120 000 ,85 000 , 160 000,130 000 ,87 000 , 160 000,130 000 ,88 000 , 160 000,130 000 ,88 000 , 170 000,130 000 ,88 000 , 170 000,130 000 ,87 000 , 160 000,120 000 ,85 000 , 160 000,120 000 ,81 000 , 150 000,120 000 ,78 000 , 150 000,110 000 ,74 000 , 140 000,110 000 ,70 000 , 130 000,100 000 ,67 000 , 130 000
Iran (Islamic Republic of),<500 ,<200 , 1700,<500 ,<200 , 1700,<500 ,<200 , 1700,<500 ,<200 , 1600,<500 ,<200 , 1600,<1000 ,<200 , 1800,<1000 ,<500 , 2600,1100 ,<500 , 3600,1500 ,<1000 , 4200,2000 ,<1000 , 5000,2700 ,1200 , 5600,3300 ,1700 , 6200,3800 ,2100 , 6100,4200 ,2700 , 6600,4600 ,3100 , 6800,4900 ,3400 , 7300,4900 ,3500 , 7100,4900 ,3500 , 7100,4800 ,3400 , 6800,4600 ,3300 , 6600,4300 ,3000 , 6600,4000 ,2600 , 6400,3700 ,2300 , 6400,3400 ,1900 , 6500,3200 ,1500 , 6500,3000 ,1200 , 6400,2800 ,1000 , 6400,2600 ,<1000 , 6300,2400 ,<1000 , 5900
Ireland,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200
Israel,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500
Italy,4000 ,2900 , 5600,3700 ,2600 , 5300,3400 ,2400 , 4900,3200 ,2300 , 4600,3100 ,2200 , 4300,3000 ,2200 , 4100,2900 ,2100 , 3900,2800 ,2100 , 3800,2800 ,2100 , 3700,2700 ,2000 , 3600,2700 ,2000 , 3500,2600 ,1900 , 3500,2600 ,1900 , 3400,2600 ,1900 , 3400,2500 ,1900 , 3300,2500 ,1800 , 3300,2500 ,1800 , 3300,2400 ,1800 , 3200,2400 ,1800 , 3200,2400 ,1800 , 3200,2400 ,1700 , 3100,2300 ,1700 , 3100,2300 ,1600 , 3000,2200 ,1600 , 2900,2200 ,1500 , 2900,2100 ,1500 , 2800,2000 ,1400 , 2700,1900 ,1400 , 2600,1800 ,1300 , 2500
Jamaica,2100 ,1600 , 2900,3000 ,2200 , 4100,3800 ,2900 , 5000,4400 ,3300 , 5600,4700 ,3500 , 6000,4800 ,3600 , 6100,4700 ,3400 , 6000,4500 ,3200 , 5900,4000 ,2800 , 5300,3500 ,2400 , 4700,3100 ,2100 , 4200,2800 ,1900 , 3800,2600 ,1800 , 3500,2400 ,1700 , 3400,2400 ,1600 , 3300,2300 ,1600 , 3300,2300 ,1600 , 3300,2300 ,1600 , 3200,2300 ,1600 , 3200,2300 ,1600 , 3200,2300 ,1600 , 3300,2300 ,1600 , 3300,2300 ,1600 , 3300,2300 ,1700 , 3300,2300 ,1700 , 3300,2300 ,1700 , 3200,2300 ,1700 , 3200,2200 ,1600 , 3200,2200 ,1600 , 3100
Japan,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<200 , <500,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , 1000,<1000 ,<500 , 1000,<1000 ,<500 , 1100,<1000 ,<500 , 1100,<1000 ,<500 , 1100,<1000 ,<500 , 1100,<1000 ,<500 , 1000,<1000 ,<500 , 1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000
Jordan,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Kazakhstan,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<1000 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , 1000,1000 ,<1000 , 1000,1000 ,<1000 , 1100,1000 ,<1000 , 1000,<1000 ,<1000 , 1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000
Kenya,200 000 ,140 000 , 280 000,250 000 ,180 000 , 360 000,310 000 ,210 000 , 430 000,350 000 ,240 000 , 490 000,380 000 ,260 000 , 530 000,390 000 ,270 000 , 550 000,390 000 ,270 000 , 550 000,370 000 ,260 000 , 530 000,350 000 ,240 000 , 490 000,320 000 ,220 000 , 450 000,290 000 ,200 000 , 410 000,260 000 ,180 000 , 370 000,240 000 ,170 000 , 340 000,220 000 ,150 000 , 310 000,210 000 ,140 000 , 290 000,200 000 ,140 000 , 280 000,190 000 ,130 000 , 270 000,190 000 ,130 000 , 260 000,190 000 ,130 000 , 260 000,190 000 ,130 000 , 260 000,190 000 ,130 000 , 270 000,190 000 ,130 000 , 270 000,190 000 ,130 000 , 270 000,190 000 ,140 000 , 270 000,200 000 ,140 000 , 280 000,200 000 ,140 000 , 280 000,200 000 ,140 000 , 280 000,190 000 ,140 000 , 270 000,190 000 ,130 000 , 270 000
Kuwait,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Kyrgyzstan,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<200 , <500
Lao People's Democratic Republic,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<200 ,<100 , <200,<500 ,<200 , <500,<500 ,<500 , <500,<1000 ,<500 , <1000,<1000 ,<1000 , 1000,1100 ,<1000 , 1400,1400 ,1100 , 1700,1700 ,1200 , 2000,1800 ,1400 , 2300,2000 ,1400 , 2400,2000 ,1500 , 2500,2100 ,1500 , 2600,2100 ,1500 , 2600,2000 ,1400 , 2600,2000 ,1400 , 2500,1900 ,1300 , 2400,1800 ,1300 , 2300,1700 ,1200 , 2200,1600 ,1100 , 2000,1500 ,1100 , 1900,1400 ,<1000 , 1800,1300 ,<1000 , 1700,1200 ,<1000 , 1500
Latvia,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<100 , <200,<100 ,<100 , <200
Lebanon,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200
Lesotho,8900 ,4000 , 14 000,13 000 ,6000 , 19 000,18 000 ,8500 , 26 000,25 000 ,12 000 , 35 000,32 000 ,16 000 , 46 000,40 000 ,20 000 , 57 000,47 000 ,24 000 , 66 000,53 000 ,27 000 , 74 000,57 000 ,28 000 , 80 000,59 000 ,28 000 , 84 000,59 000 ,27 000 , 84 000,58 000 ,27 000 , 83 000,55 000 ,26 000 , 80 000,53 000 ,24 000 , 76 000,50 000 ,23 000 , 71 000,47 000 ,22 000 , 67 000,44 000 ,21 000 , 63 000,43 000 ,21 000 , 61 000,42 000 ,20 000 , 59 000,41 000 ,20 000 , 58 000,40 000 ,19 000 , 56 000,39 000 ,18 000 , 56 000,38 000 ,18 000 , 55 000,37 000 ,18 000 , 54 000,36 000 ,18 000 , 52 000,35 000 ,18 000 , 50 000,34 000 ,17 000 , 49 000,32 000 ,16 000 , 46 000,31 000 ,16 000 , 45 000
Liberia,4700 ,2400 , 6200,6100 ,3000 , 7900,6600 ,3200 , 8800,6900 ,3200 , 9400,7100 ,3200 , 9700,7300 ,3200 , 10 000,7300 ,3000 , 10 000,7200 ,3000 , 10 000,7400 ,3000 , 11 000,7500 ,3000 , 11 000,7300 ,2900 , 10 000,6900 ,2800 , 9700,6500 ,2700 , 9100,6100 ,2600 , 8500,5800 ,2500 , 8000,5600 ,2500 , 7700,5500 ,2500 , 7500,5300 ,2600 , 7200,5300 ,2700 , 7200,5400 ,2800 , 7100,5400 ,3000 , 7100,5400 ,3100 , 7100,5500 ,3200 , 7000,5500 ,3300 , 7000,5600 ,3400 , 7000,5600 ,3400 , 7000,5600 ,3400 , 7000,5500 ,3400 , 7000,5500 ,3400 , 6900
Libya,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000
Lithuania,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Luxembourg,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Madagascar,<200 ,<100 , <1000,<500 ,<100 , <1000,<500 ,<200 , 1300,<1000 ,<500 , 2100,1100 ,<500 , 2700,1600 ,<1000 , 3600,2100 ,<1000 , 4300,2600 ,1200 , 5100,3200 ,1600 , 5700,3700 ,2100 , 6100,4100 ,2600 , 6400,4400 ,2800 , 6400,4600 ,2900 , 6400,4600 ,3100 , 6400,4500 ,3000 , 6400,4300 ,2900 , 6300,4100 ,2800 , 6000,3900 ,2700 , 5700,3800 ,2600 , 5500,3800 ,2600 , 5300,3900 ,2700 , 5300,4100 ,2800 , 5600,4500 ,3100 , 6100,5000 ,3500 , 6800,5700 ,4000 , 8000,6500 ,4500 , 9200,7500 ,5000 , 11 000,8600 ,5500 , 13 000,9900 ,6200 , 16 000
Malawi,87 000 ,43 000 , 130 000,100 000 ,49 000 , 150 000,110 000 ,54 000 , 170 000,120 000 ,57 000 , 180 000,130 000 ,58 000 , 180 000,130 000 ,61 000 , 190 000,130 000 ,62 000 , 190 000,130 000 ,61 000 , 190 000,130 000 ,59 000 , 190 000,130 000 ,57 000 , 190 000,120 000 ,55 000 , 180 000,120 000 ,52 000 , 180 000,110 000 ,50 000 , 170 000,110 000 ,48 000 , 170 000,110 000 ,47 000 , 160 000,100 000 ,47 000 , 150 000,100 000 ,48 000 , 150 000,100 000 ,49 000 , 150 000,100 000 ,50 000 , 150 000,100 000 ,53 000 , 150 000,110 000 ,56 000 , 150 000,110 000 ,60 000 , 160 000,120 000 ,64 000 , 160 000,120 000 ,67 000 , 160 000,120 000 ,70 000 , 170 000,120 000 ,72 000 , 170 000,120 000 ,74 000 , 170 000,120 000 ,74 000 , 170 000,120 000 ,74 000 , 160 000
Malaysia,3200 ,2800 , 3700,5600 ,4800 , 6500,7900 ,6700 , 9100,9400 ,8000 , 11 000,10 000 ,8600 , 12 000,11 000 ,8900 , 13 000,11 000 ,8800 , 13 000,10 000 ,8700 , 13 000,10 000 ,8500 , 13 000,10 000 ,8300 , 12 000,9900 ,8200 , 12 000,9900 ,8200 , 12 000,9800 ,8200 , 12 000,9800 ,8100 , 12 000,9700 ,8100 , 12 000,9700 ,8000 , 12 000,9600 ,7900 , 12 000,9500 ,7900 , 12 000,9400 ,7800 , 11 000,9300 ,7700 , 11 000,9200 ,7600 , 11 000,9000 ,7500 , 11 000,8900 ,7400 , 11 000,8800 ,7300 , 11 000,8700 ,7300 , 10 000,8600 ,7200 , 10 000,8600 ,7200 , 10 000,8600 ,7100 , 10 000,8600 ,7200 , 10 000
Maldives,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
